X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
SUPPLIER276,ITEM_2649,100,PIECE,6.96,696,50,0.2,100,100,6,348,SITE12,BUYER4,MRP,1,50,2x per week,1.392,696,696,6.96
SUPPLIER287,ITEM_6540,5000,PIECE,0.14,695,12000,49,6000,6000,5,1668,SITE3,BUYER4,MRP,90,25,5x per week,6.86,840,840,12.6
SUPPLIER59,ITEM_3870,3790.8,SQUARE FOOT,0.18,689.93,34117.2,139.3,3790.8,3790.8,2,6209.33,SITE1,BUYER5,MRP,1,93.7,5x per week,25.074,682.344,682.344,0.18
SUPPLIER218,ITEM_0995,79,PIECE,8.72,688.64,67,0.3,77,77,11,584.04,SITE2,BUYER1,MRP,4,100,2x per week,2.616,671.44,671.44,34.88
SUPPLIER4,ITEM_4693,30,GALLON,22.81,684.3,1115,4.6,5,5,6,25433.15,SITE2,BUYER2,MRP,11,93.4,1x per week,104.926,114.05,114.05,250.91
SUPPLIER159,ITEM_5002,57000,FOOT,0.01,684,1115000,4551,3000,3000,20,13380,SITE2,BUYER11,MRP,48939,96.8,5x per week,45.51,30,30,489.39
SUPPLIER59,ITEM_3851,3739.96,SQUARE FOOT,0.18,680.67,78539.2,320.6,3739.96,3739.96,2,14294.13,SITE1,BUYER5,MRP,623,94.9,5x per week,57.708,673.1928,673.1928,112.14
SUPPLIER92,ITEM_6425,4000,PIECE,0.17,680,31200,127.3,1600,800,10,5304,SITE6,BUYER3,MRP,360,89.7,5x per week,21.641,272,136,61.2
SUPPLIER59,ITEM_3897,3728.04,SQUARE FOOT,0.18,678.5,141692,578.3,3728.04,3728.04,2,25787.94,SITE1,BUYER5,MRP,1,91.7,5x per week,104.094,671.0472,671.0472,0.18
SUPPLIER112,ITEM_2269,45000,EACH,0.02,675,630000,2571.4,15000,15000,6,9450,SITE4,BUYER11,MRP,5284,83.3,3x per week,51.428,300,300,105.68
SUPPLIER59,ITEM_3880,3707.2,SQUARE FOOT,0.18,674.71,25950.4,105.9,3707.2,3707.2,10,4722.97,SITE1,BUYER5,MRP,1,71.4,5x per week,19.062,667.296,667.296,0.18
SUPPLIER83,ITEM_2021,1500,PIECE,0.45,673.5,6000,24.5,500,500,15,2694,SITE2,BUYER4,MRP,147,11.8,1x per week,11.025,225,225,66.15
SUPPLIER246,ITEM_1047,3000,FOOT,0.22,672,10000,40.8,2500,2500,7,2240,SITE2,BUYER7,MRP,188,68.8,2x per week,8.976,550,550,41.36
SUPPLIER218,ITEM_0987,68,PIECE,9.83,668.51,403,1.6,65,65,11,3961.89,SITE2,BUYER1,MRP,7,53.1,2x per week,15.728,638.95,638.95,68.81
SUPPLIER61,ITEM_3912,2705.38003,SQUARE FOOT,0.25,668.23,13471.3,55,2853.62,2853.62,2,3327.41,SITE3,BUYER5,MRP,104,100,5x per week,13.75,713.405,713.405,26
SUPPLIER171,ITEM_3760,4500,PIECE,0.15,666,37500,153.1,4500,4500,15,5550,SITE2,BUYER7,MRP,1575,52.3,5x per week,22.965,675,675,236.25
SUPPLIER196,ITEM_0928,5,EACH,132.8,663.98,153,0.6,1,1,5,20317.64,SITE2,BUYER11,MRP,3,39.1,2x per week,79.68,132.8,132.8,398.4
SUPPLIER187,ITEM_5998,17794,INCH,0.04,658.38,279496,1140.8,39494,39494,5,10341.35,SITE3,BUYER3,MRP,13731,100,5x per week,45.632,1579.76,1579.76,549.24
SUPPLIER110,ITEM_4193,5000,EACH,0.13,655,87500,357.1,2500,2500,4,11462.5,SITE10,BUYER11,MRP,592,100,5x per week,46.423,325,325,76.96
SUPPLIER67,ITEM_4513,1292,EACH,0.5,643.42,6873,28.1,323,323,10,3422.75,SITE7,BUYER6,MRP,646,95.5,1x per week,14.05,161.5,161.5,323
SUPPLIER196,ITEM_1733,3000,PIECE,0.21,642,31500,128.6,1500,1500,6,6741,SITE12,BUYER11,MRP,1536,78.6,2x per week,27.006,315,315,322.56
SUPPLIER51,ITEM_3669,5000,EACH,0.13,640,175000,714.3,5000,5000,3,22400,SITE2,BUYER7,MRP,1725,17.4,5x per week,92.859,650,650,224.25
SUPPLIER180,ITEM_4621,7840,PIECE,0.08,635.04,668380,2728.1,5600,5600,3,54138.78,SITE6,BUYER11,MRP,5638,40.4,1x per week,218.248,448,448,451.04
SUPPLIER82,ITEM_3399,506,PIECE,1.25,634.52,6072,24.8,506,506,5,7614.29,SITE2,BUYER10,MRP,506,0,1x per week,31,632.5,632.5,632.5
SUPPLIER4,ITEM_4486,20,GALLON,31.72,634.4,380,1.6,5,5,6,12053.6,SITE2,BUYER2,MRP,6,95,1x per week,50.752,158.6,158.6,190.32
SUPPLIER117,ITEM_5659,308,PIECE,2.05,632.02,1540,6.3,308,308,6,3160.08,SITE3,BUYER1,MRP,23,92.9,1x per week,12.915,631.4,631.4,47.15
SUPPLIER223,ITEM_1615,168,PIECE,3.75,630,504,2.1,84,84,12,1890,SITE10,BUYER1,MRP,12,70,1x per week,7.875,315,315,45
SUPPLIER235,ITEM_3020,600,PIECE,1.05,630,3000,12.2,300,300,15,3150,SITE2,BUYER7,MRP,105,21.1,1x per week,12.81,315,315,110.25
SUPPLIER6,ITEM_0080,314,POUND,1.98,622.35,11544,47.1,498,498,17,22880.21,SITE8,BUYER1,MRP,540,72.4,4x per week,93.258,986.04,986.04,1069.2
SUPPLIER82,ITEM_6671,7668,INCH,0.08,605.77,15336,62.6,7668,7668,5,1211.54,SITE1,BUYER10,MRP,63,20,5x per week,5.008,613.44,613.44,5.04
SUPPLIER24,ITEM_5907,30,PIECE,20.17,605.1,210,0.9,15,15,7,4235.7,SITE6,BUYER2,MRP,15,82.6,5x per week,18.153,302.55,302.55,302.55
SUPPLIER201,ITEM_3756,20000,EACH,0.03,600,66000,269.4,20000,20000,5,1980,SITE2,BUYER2,MRP,1,15.9,2x per week,8.082,600,600,0.03
SUPPLIER24,ITEM_0537,150,PIECE,4,600,9400,38.4,50,50,5,37600,SITE2,BUYER2,MRP,103,67.8,5x per week,153.6,200,200,412
SUPPLIER260,ITEM_2092,14250,EACH,0.04,598.5,19500,79.6,24000,24000,21,819,SITE12,BUYER11,MRP,1378,100,5x per week,3.184,960,960,55.12
SUPPLIER205,ITEM_4465,5400,FOOT,0.11,594,32400,132.2,5400,5400,5,3564,SITE2,BUYER6,MRP,600,66.7,1x per week,14.542,594,594,66
SUPPLIER82,ITEM_3398,506,PIECE,1.17,590,5566,22.7,506,506,5,6489.96,SITE2,BUYER10,MRP,506,0,2x per week,26.559,592.02,592.02,592.02
SUPPLIER83,ITEM_2412,467,EACH,1.24,579.08,1020,4.2,400,400,15,1264.8,SITE2,BUYER4,MRP,37,0,1x per week,5.208,496,496,45.88
SUPPLIER57,ITEM_2997,203.609,SQUARE FOOT,2.84,578.25,814.4,3.3,279.2352,279.2352,4,2313,SITE4,BUYER5,MRP,8,100,5x per week,9.372,793.027968,793.027968,22.72
SUPPLIER284,ITEM_5804,36120,INCH,0.02,577.92,221880,905.6,5160,5160,2,3550.08,SITE1,BUYER10,MRP,5160,71.3,5x per week,18.112,103.2,103.2,103.2
SUPPLIER218,ITEM_6602,31,PIECE,18.62,577.31,184,0.8,34,34,17,3426.63,SITE3,BUYER1,MRP,6,73.1,2x per week,14.896,633.08,633.08,111.72
SUPPLIER276,ITEM_5779,1000,PIECE,0.57,573,8000,32.7,500,500,7,4584,SITE6,BUYER4,MRP,98,90.3,2x per week,18.639,285,285,55.86
SUPPLIER23,ITEM_1480,192,EACH,2.95,565.44,1632,6.7,96,96,3,4806.24,SITE4,BUYER2,MRP,15,97.1,5x per week,19.765,283.2,283.2,44.25
SUPPLIER144,ITEM_5550,2600,PIECE,0.21,556.4,1600,6.5,1000,1000,16,342.4,SITE3,BUYER7,MRP,96,100,5x per week,1.365,210,210,20.16
SUPPLIER231,ITEM_5829,6000,PIECE,0.09,552,86000,351,2000,2000,5,7912,SITE1,BUYER6,MRP,2000,84.2,3x per week,31.59,180,180,180
SUPPLIER196,ITEM_2094,3750,PIECE,0.15,551.25,148652,606.7,750,750,6,21851.84,SITE8,BUYER11,MRP,1839,77.8,2x per week,91.005,112.5,112.5,275.85
SUPPLIER6,ITEM_0105,266,POUND,2.07,549.29,2688,11,112,112,11,5550.72,SITE7,BUYER1,MRP,76,65.8,4x per week,22.77,231.84,231.84,157.32
SUPPLIER209,ITEM_5495,2944,EACH,0.19,544.64,4416,18,1472,1472,7,816.96,SITE6,BUYER3,MRP,120,66.7,1x per week,3.42,279.68,279.68,22.8
SUPPLIER276,ITEM_6262,80,PIECE,6.8,544,780,3.2,20,20,12,5304,SITE6,BUYER4,MRP,17,98.5,2x per week,21.76,136,136,115.6
SUPPLIER43,ITEM_0220,21,ROLL,25.77,541.17,515,2.1,48,48,8,13271.55,SITE2,BUYER6,MRP,8,55.6,1x per week,54.117,1236.96,1236.96,206.16
SUPPLIER83,ITEM_2372,510,EACH,1.06,540.6,2626,10.7,560,560,15,2783.56,SITE2,BUYER4,MRP,49,0,1x per week,11.342,593.6,593.6,51.94
SUPPLIER246,ITEM_5726,54000,INCH,0.01,540,864000,3526.5,18000,18000,9,8640,SITE6,BUYER7,MRP,19341,80.5,1x per week,35.265,180,180,193.41
SUPPLIER287,ITEM_6765,3000,PIECE,0.18,540,19000,77.6,1000,1000,10,3420,SITE6,BUYER4,MRP,750,87.5,5x per week,13.968,180,180,135
SUPPLIER110,ITEM_2263,10000,EACH,0.05,540,220000,898,10000,10000,2,11880,SITE7,BUYER11,MRP,1878,100,5x per week,44.9,500,500,93.9
SUPPLIER110,ITEM_2209,10000,EACH,0.05,540,230000,938.8,2500,2500,1,12420,SITE2,BUYER11,MRP,1878,89,5x per week,46.94,125,125,93.9
SUPPLIER276,ITEM_5763,200,EACH,2.69,538,700,2.9,100,100,12,1883,SITE6,BUYER4,MRP,17,100,2x per week,7.801,269,269,45.73
SUPPLIER58,ITEM_2939,949,SQUARE FOOT,0.56,533.34,2852.8,11.6,2803.2,2803.2,15,1603.3,SITE3,BUYER5,MRP,35,66.7,5x per week,6.496,1569.792,1569.792,19.6
SUPPLIER276,ITEM_5765,100,EACH,5.33,533,200,0.8,100,100,12,1066,SITE6,BUYER4,MRP,5,100,2x per week,4.264,533,533,26.65
SUPPLIER287,ITEM_6559,2800,PIECE,0.19,532,26000,106.1,2000,2000,5,4940,SITE1,BUYER4,MRP,212,91.3,5x per week,20.159,380,380,40.28
SUPPLIER276,ITEM_6304,80,PIECE,6.63,530.4,40,0.2,20,20,12,265.2,SITE6,BUYER4,MRP,1,100,2x per week,1.326,132.6,132.6,6.63
SUPPLIER276,ITEM_6254,60,PIECE,8.84,530.4,440,1.8,20,20,12,3889.6,SITE6,BUYER4,MRP,11,97.1,2x per week,15.912,176.8,176.8,97.24
SUPPLIER196,ITEM_1732,4000,EACH,0.13,528,174000,710.2,2000,2000,5,22968,SITE2,BUYER11,MRP,1616,26.5,1x per week,92.326,260,260,210.08
SUPPLIER144,ITEM_2536,400,PIECE,1.32,528,17200,70.2,100,100,3,22704,SITE2,BUYER7,MRP,307,12.3,5x per week,92.664,132,132,405.24
SUPPLIER276,ITEM_6211,200,PIECE,2.63,526,1700,6.9,100,100,12,4471,SITE6,BUYER4,MRP,42,100,2x per week,18.147,263,263,110.46
SUPPLIER110,ITEM_5379,12500,PIECE,0.04,525,230000,938.8,2500,2500,1,9660,SITE2,BUYER11,MRP,1816,87.1,5x per week,37.552,100,100,72.64
SUPPLIER35,ITEM_3236,500,EACH,1.05,525,5500,22.4,500,500,5,5775,SITE2,BUYER7,MRP,67,90,5x per week,23.52,525,525,70.35
SUPPLIER24,ITEM_1056,100,PIECE,5.24,524,7100,29,100,100,5,37204,SITE2,BUYER2,MRP,77,76.4,5x per week,151.96,524,524,403.48
SUPPLIER145,ITEM_6038,900,PIECE,0.58,522,8700,35.5,300,300,10,5046,SITE6,BUYER4,MRP,125,80.4,5x per week,20.59,174,174,72.5
SUPPLIER94,ITEM_1114,28,PIECE,18.54,519.2,97,0.4,10,10,15,1798.67,SITE2,BUYER6,MRP,13,41.2,1x per week,7.416,185.4,185.4,241.02
SUPPLIER239,ITEM_4770,14400,PIECE,0.04,518.4,370200,1511,2400,2400,5,13327.2,SITE2,BUYER11,MRP,1602,91.6,1x per week,60.44,96,96,64.08
SUPPLIER239,ITEM_4109,11000,PIECE,0.05,517,145000,591.8,4000,4000,10,6815,SITE1,BUYER11,MRP,955,94.2,1x per week,29.59,200,200,47.75
SUPPLIER144,ITEM_6584,39600,PIECE,0.01,514.8,7800,31.8,50000,50000,16,101.4,SITE3,BUYER7,MRP,352,100,5x per week,0.318,500,500,3.52
SUPPLIER32,ITEM_0900,300,EACH,1.69,507.6,13050,53.3,50,50,6,22080.6,SITE8,BUYER4,MRP,161,88.6,2x per week,90.077,84.5,84.5,272.09
SUPPLIER180,ITEM_6178,2000,EACH,0.25,506,75250,307.1,1750,1750,8,19038.25,SITE1,BUYER11,MRP,1000,43,1x per week,76.775,437.5,437.5,250
SUPPLIER24,ITEM_0480,18,EACH,28.11,505.98,298,1.2,10,1,6,8376.78,SITE12,BUYER2,MRP,10,88.2,5x per week,33.732,281.1,28.11,281.1
SUPPLIER196,ITEM_1609,9000,EACH,0.06,504,291737,1190.8,2000,2000,6,16337.27,SITE8,BUYER11,MRP,3588,80.2,2x per week,71.448,120,120,215.28
SUPPLIER235,ITEM_3233,1200,EACH,0.42,499.2,10800,44.1,1200,1200,5,4492.8,SITE2,BUYER7,MRP,88,33.3,1x per week,18.522,504,504,36.96
SUPPLIER276,ITEM_5958,40,EACH,12.47,498.8,740,3,20,20,10,9227.8,SITE3,BUYER4,MRP,11,92.6,2x per week,37.41,249.4,249.4,137.17
SUPPLIER276,ITEM_5936,80,EACH,6.21,496.8,1200,4.9,20,20,10,7452,SITE3,BUYER4,MRP,15,99.1,2x per week,30.429,124.2,124.2,93.15
SUPPLIER27,ITEM_5382,45000,PIECE,0.01,495,675000,2755.1,15000,15000,7,7425,SITE6,BUYER2,MRP,10000,93.8,5x per week,27.551,150,150,100
SUPPLIER6,ITEM_0138,294,POUND,1.68,494.21,11312,46.2,282,282,10,19015.47,SITE2,BUYER1,MRP,155,85.4,4x per week,77.616,473.76,473.76,260.4
SUPPLIER92,ITEM_6621,19000,PIECE,0.03,494,350000,1428.6,3000,1000,6,9100,SITE6,BUYER3,MRP,7684,92,1x per week,42.858,90,30,230.52
SUPPLIER276,ITEM_1667,200,EACH,2.42,484,5800,23.7,200,200,16,14036,SITE4,BUYER4,MRP,100,88.9,2x per week,57.354,484,484,242
SUPPLIER58,ITEM_2964,879.6,SQUARE FOOT,0.55,481.14,9631.6,39.3,4691.2,4691.2,2,5268.5,SITE3,BUYER5,MRP,65,75,5x per week,21.615,2580.16,2580.16,35.75
SUPPLIER24,ITEM_5895,60,PIECE,7.99,479.4,420,1.7,30,30,11,3355.8,SITE3,BUYER2,MRP,30,78.1,5x per week,13.583,239.7,239.7,239.7
SUPPLIER6,ITEM_0109,232,POUND,2.07,479.08,2100,8.6,112,112,16,4336.5,SITE7,BUYER1,MRP,82,89,4x per week,17.802,231.84,231.84,169.74
SUPPLIER32,ITEM_2448,900,EACH,0.52,471.6,21100,86.1,100,100,5,11056.4,SITE2,BUYER4,MRP,170,76.1,2x per week,44.772,52,52,88.4
SUPPLIER283,ITEM_3503,5000,EACH,0.09,470,5000,20.4,5000,5000,15,470,SITE2,BUYER7,MRP,583,0,5x per week,1.836,450,450,52.47
SUPPLIER104,ITEM_5304,10,EACH,46.85,468.5,110,0.4,10,10,13,5153.5,SITE2,BUYER4,MRP,3,94.4,5x per week,18.74,468.5,468.5,140.55
SUPPLIER186,ITEM_6153,78000,INCH,0.01,468,1107600,4520.8,15600,15600,6,6645.6,SITE6,BUYER10,MRP,46800,85.6,5x per week,45.208,156,156,468
SUPPLIER144,ITEM_5356,15000,PIECE,0.03,465,237500,969.4,2500,2500,8,7362.5,SITE1,BUYER7,MRP,7592,98.3,5x per week,29.082,75,75,227.76
SUPPLIER186,ITEM_5780,2625,PIECE,0.18,464.63,58125,237.2,375,375,15,10288.13,SITE6,BUYER10,MRP,1125,96.8,5x per week,42.696,67.5,67.5,202.5
SUPPLIER22,ITEM_3940,300,PIECE,1.54,462.9,5400,22,300,300,5,8332.2,SITE2,BUYER7,MRP,108,93.8,2x per week,33.88,462,462,166.32
SUPPLIER146,ITEM_4768,550,PIECE,0.84,462.55,560,2.3,500,500,10,470.96,SITE2,BUYER11,MRP,400,100,1x per week,1.932,420,420,336
SUPPLIER274,ITEM_4500,4400,PIECE,0.11,462,35812,146.2,800,400,7,3760.26,SITE10,BUYER7,MRP,568,56.6,1x per week,16.082,88,44,62.48
SUPPLIER61,ITEM_3891,2497.80002,SQUARE FOOT,0.18,457.1,117059.9,477.8,4832.7,4832.7,2,21421.97,SITE3,BUYER5,MRP,918,98,5x per week,86.004,869.886,869.886,165.24
SUPPLIER283,ITEM_3464,4000,EACH,0.11,456,8000,32.7,4000,4000,15,912,SITE2,BUYER7,MRP,467,0,5x per week,3.597,440,440,51.37
SUPPLIER196,ITEM_4323,1300,EACH,0.35,451.1,29679,121.1,200,200,7,10298.61,SITE10,BUYER11,MRP,1001,79.4,2x per week,42.385,70,70,350.35
SUPPLIER112,ITEM_2269,30000,EACH,0.02,450,693950,2832.4,15000,15000,6,10409.25,SITE7,BUYER11,MRP,10135,85.1,3x per week,56.648,300,300,202.7
SUPPLIER112,ITEM_2269,30000,EACH,0.02,450,255000,1040.8,15000,15000,6,3825,SITE12,BUYER11,MRP,3122,87.1,3x per week,20.816,300,300,62.44
SUPPLIER235,ITEM_3599,28000,EACH,0.02,448,56000,228.6,14000,14000,6,896,SITE4,BUYER7,MRP,686,85.7,1x per week,4.572,280,280,13.72
SUPPLIER110,ITEM_2218,4000,EACH,0.11,448,99000,404.1,2000,2000,1,11088,SITE2,BUYER11,MRP,890,46.4,5x per week,44.451,220,220,97.9
SUPPLIER51,ITEM_1995,1750,PIECE,0.26,448,38145,155.7,1750,1750,3,9765.12,SITE2,BUYER7,MRP,900,27.6,5x per week,40.482,455,455,234
SUPPLIER51,ITEM_3625,3700,PIECE,0.12,444,74000,302,3700,3700,5,8880,SITE10,BUYER7,MRP,1126,50,2x per week,36.24,444,444,135.12
SUPPLIER196,ITEM_2094,3000,PIECE,0.15,441,33750,137.8,750,750,7,4961.25,SITE10,BUYER11,MRP,321,83.3,2x per week,20.67,112.5,112.5,48.15
SUPPLIER110,ITEM_2222,40000,EACH,0.01,440,1560000,6367.3,10000,10000,2,17160,SITE8,BUYER11,MRP,12898,100,5x per week,63.673,100,100,128.98
SUPPLIER83,ITEM_2406,200,EACH,2.19,438,1600,6.5,200,200,15,3504,SITE2,BUYER4,MRP,39,0,1x per week,14.235,438,438,85.41
SUPPLIER32,ITEM_2450,1000,EACH,0.43,434,24500,100,100,100,6,10633,SITE4,BUYER4,MRP,285,81,2x per week,43,43,43,122.55
SUPPLIER196,ITEM_2079,10000,EACH,0.04,430,9626,39.3,5000,5000,5,413.92,SITE2,BUYER11,MRP,100,33.8,2x per week,1.572,200,200,4
SUPPLIER110,ITEM_2317,7250,PIECE,0.06,427.75,82500,336.7,2500,2500,7,4867.5,SITE3,BUYER11,MRP,1041,98.2,5x per week,20.202,150,150,62.46
SUPPLIER171,ITEM_3779,3500,FOOT,0.12,427,9600,39.2,2500,2500,16,1171.2,SITE12,BUYER7,MRP,700,100,5x per week,4.704,300,300,84
SUPPLIER187,ITEM_5651,16380,INCH,0.03,425.88,86580,353.4,2340,2340,5,2251.08,SITE3,BUYER3,MRP,4680,92.9,5x per week,10.602,70.2,70.2,140.4
SUPPLIER219,ITEM_6557,6000,PIECE,0.07,420,162000,661.2,6000,6000,7,11340,SITE6,BUYER11,MRP,1543,89.3,1x per week,46.284,420,420,108.01
SUPPLIER196,ITEM_1646,6000,PIECE,0.07,420,20000,81.6,8000,8000,6,1400,SITE8,BUYER11,MRP,245,80,2x per week,5.712,560,560,17.15
SUPPLIER16,ITEM_5692,15000,EACH,0.03,420,892080,3641.1,5000,5000,5,24978.24,SITE3,BUYER11,MRP,21912,89,5x per week,109.233,150,150,657.36
SUPPLIER235,ITEM_3509,900,PIECE,0.47,419.4,4500,18.4,450,450,17,2097,SITE10,BUYER7,MRP,135,68.8,1x per week,8.648,211.5,211.5,63.45
SUPPLIER32,ITEM_2448,800,EACH,0.52,419.2,17000,69.4,100,100,6,8908,SITE4,BUYER4,MRP,185,81.7,2x per week,36.088,52,52,96.2
SUPPLIER276,ITEM_5734,500,PIECE,0.83,413,4500,18.4,100,100,7,3717,SITE6,BUYER4,MRP,56,96.7,2x per week,15.272,83,83,46.48
SUPPLIER231,ITEM_5466,25,PIECE,16.44,411,60,0.2,5,5,4,986.4,SITE1,BUYER6,MRP,5,100,3x per week,3.288,82.2,82.2,82.2
SUPPLIER129,ITEM_4444,2610,EACH,0.16,407.16,33930,138.5,2610,2610,7,5293.08,SITE4,BUYER3,MRP,384,47.8,2x per week,22.16,417.6,417.6,61.44
SUPPLIER32,ITEM_0034,100,EACH,4.05,405,50,0.2,50,50,7,202.5,SITE10,BUYER4,MRP,1,0,2x per week,0.81,202.5,202.5,4.05
SUPPLIER199,ITEM_2599,3000,PIECE,0.13,402,80429,328.3,1500,1500,10,10777.49,SITE2,BUYER11,MRP,1029,83.1,5x per week,42.679,195,195,133.77
SUPPLIER237,ITEM_5341,12,EACH,33.16,397.92,90,0.4,6,6,10,2984.4,SITE2,BUYER4,MRP,1,87,3x per week,13.264,198.96,198.96,33.16
SUPPLIER57,ITEM_2986,154.7569,SQUARE FOOT,2.56,396.64,306.2,1.2,158.0496,158.0496,4,784.84,SITE4,BUYER5,MRP,2,100,5x per week,3.072,404.606976,404.606976,5.12
SUPPLIER94,ITEM_1100,6,PIECE,66.06,396.36,32,0.1,10,10,15,2113.92,SITE2,BUYER6,MRP,10,0,1x per week,6.606,660.6,660.6,660.6
SUPPLIER284,ITEM_6476,5016,INCH,0.08,396.26,18468,75.4,7752,7752,7,1458.97,SITE3,BUYER10,MRP,912,75,5x per week,6.032,620.16,620.16,72.96
SUPPLIER83,ITEM_2368,549,EACH,0.72,395.28,510,2.1,560,560,15,367.2,SITE2,BUYER4,MRP,25,0,1x per week,1.512,403.2,403.2,18
SUPPLIER117,ITEM_5644,157,PIECE,2.51,393.29,101,0.4,224,224,6,253.01,SITE3,BUYER1,MRP,1,100,1x per week,1.004,562.24,562.24,2.51
SUPPLIER276,ITEM_6261,60,PIECE,6.55,393,638,2.6,20,20,12,4178.9,SITE6,BUYER4,MRP,17,94.7,2x per week,17.03,131,131,111.35
SUPPLIER47,ITEM_5034,120,TUB,3.27,392.4,768,3.1,72,24,30,2511.36,SITE10,BUYER2,MRP,144,78.3,2x per month,10.137,235.44,78.48,470.88
SUPPLIER110,ITEM_2161,30000,PIECE,0.01,390,490000,2000,10000,10000,6,6370,SITE1,BUYER11,MRP,6122,98.9,2x per month,20,100,100,61.22
SUPPLIER274,ITEM_6790,3000,PIECE,0.13,390,28500,116.3,500,500,7,3705,SITE6,BUYER7,MRP,857,85.3,1x per week,15.119,65,65,111.41
SUPPLIER239,ITEM_6469,16800,EACH,0.02,386.4,915600,3737.1,2800,2800,7,21058.8,SITE6,BUYER11,MRP,11923,92.8,1x per week,74.742,56,56,238.46
SUPPLIER6,ITEM_0093,186,POUND,2.07,384.09,614,2.5,84,84,16,1267.91,SITE2,BUYER1,MRP,29,78,4x per week,5.175,173.88,173.88,60.03
SUPPLIER146,ITEM_4714,900,PIECE,0.43,383.4,10790,44,900,900,2,4596.54,SITE4,BUYER11,MRP,39,95.4,5x per week,18.92,387,387,16.77
SUPPLIER171,ITEM_3738,5000,PIECE,0.08,380,93000,379.6,5000,5000,8,7068,SITE4,BUYER7,MRP,1127,84.4,5x per week,30.368,400,400,90.16
SUPPLIER6,ITEM_0300,184,POUND,2.07,379.96,6996,28.6,95,95,11,14446.74,SITE4,BUYER1,MRP,177,77.6,4x per week,59.202,196.65,196.65,366.39
SUPPLIER205,ITEM_4469,2400,FOOT,0.16,379.2,52800,215.5,600,600,5,8342.4,SITE8,BUYER6,MRP,1200,93,5x per week,34.48,96,96,192
SUPPLIER246,ITEM_3241,4000,FOOT,0.09,376,56000,228.6,2000,2000,9,5264,SITE10,BUYER7,MRP,920,85.2,1x per week,20.574,180,180,82.8
SUPPLIER239,ITEM_4109,8000,PIECE,0.05,376,68000,277.6,4000,4000,6,3196,SITE7,BUYER11,MRP,931,96.7,1x per week,13.88,200,200,46.55
SUPPLIER51,ITEM_3619,7500,PIECE,0.05,375,135000,551,7500,7500,3,6750,SITE2,BUYER7,MRP,1249,26.5,2x per week,27.55,375,375,62.45
SUPPLIER293,ITEM_2293,22000,PIECE,0.02,374,460808,1880.8,10000,10000,1,7833.74,SITE2,BUYER11,MRP,4914,79,2x per week,37.616,200,200,98.28
SUPPLIER284,ITEM_6511,18432,INCH,0.02,368.64,304128,1241.3,9216,9216,2,6082.56,SITE1,BUYER10,MRP,9216,76.5,5x per week,24.826,184.32,184.32,184.32
SUPPLIER216,ITEM_4355,144,CARTRIDGE,2.56,368.64,4356,17.8,24,12,7,11151.36,SITE2,BUYER5,MRP,80,73,2x per week,45.568,61.44,30.72,204.8
SUPPLIER283,ITEM_3467,2500,EACH,0.15,367.5,5000,20.4,2500,2500,15,735,SITE2,BUYER7,MRP,292,0,1x per week,3.06,375,375,43.8
SUPPLIER276,ITEM_5944,60,EACH,6.09,365.4,140,0.6,20,20,7,852.6,SITE6,BUYER4,MRP,1,71.4,2x per week,3.654,121.8,121.8,6.09
SUPPLIER144,ITEM_3353,9600,INCH,0.04,364.8,336000,1371.4,4800,4800,3,12768,SITE10,BUYER7,MRP,2600,62.3,5x per week,54.856,192,192,104
SUPPLIER187,ITEM_6203,10395,INCH,0.04,363.83,183645,749.6,3465,3465,5,6427.58,SITE3,BUYER3,MRP,6930,97.9,5x per week,29.984,138.6,138.6,277.2
SUPPLIER83,ITEM_2389,600,EACH,0.61,363,6600,26.9,1000,1000,5,3993,SITE2,BUYER4,MRP,57,7.7,1x per week,16.409,610,610,34.77
SUPPLIER287,ITEM_6180,12000,PIECE,0.03,360,72000,293.9,12000,12000,15,2160,SITE6,BUYER4,MRP,1763,100,5x per week,8.817,360,360,52.89
SUPPLIER110,ITEM_2135,30000,EACH,0.01,360,630000,2571.4,10000,10000,1,7560,SITE2,BUYER11,MRP,5224,95,5x per week,25.714,100,100,52.24
SUPPLIER129,ITEM_4463,2000,EACH,0.18,360,127000,518.4,4500,4500,3,22860,SITE2,BUYER3,MRP,1925,75.9,2x per week,93.312,810,810,346.5
SUPPLIER276,ITEM_5924,180,EACH,1.99,358.2,1620,6.6,60,60,12,3223.8,SITE6,BUYER4,MRP,41,100,2x per week,13.134,119.4,119.4,81.59
SUPPLIER272,ITEM_4639,5550,FOOT,0.06,355.2,8275,33.8,2775,185,7,529.6,SITE6,BUYER5,MRP,925,37.5,1x per week,2.028,166.5,11.1,55.5
SUPPLIER276,ITEM_5961,2800,EACH,0.13,352.8,46800,191,400,400,7,5896.8,SITE6,BUYER4,MRP,573,96.7,2x per week,24.83,52,52,74.49
SUPPLIER239,ITEM_4061,2580,PIECE,0.14,350.88,178020,726.6,2580,2580,7,24210.72,SITE10,BUYER11,MRP,1896,85.5,1x per week,101.724,361.2,361.2,265.44
SUPPLIER110,ITEM_5287,2000,PIECE,0.18,350,4000,16.3,2000,2000,1,700,SITE2,BUYER11,MRP,4,75,5x per week,2.934,360,360,0.72
