Supplier,Part Number,Quantity on Hand,Item UOM,Item Cost,$ on Hand,Annual Usage Qty,Average Daily Usage Qty,Minimum Order Qty,Box Size Qty,Lead Time [Days],Annual Usage [$],Mfg_Site,Planner Code,Planning Method,Safety Stock Qty,% Received On Time,Delivery Frequency
SUPPLIER196,ITEM_4189,5000,EACH,0.16,805.00,25410.0,103.7,5000,5000,7,4091.01,SITE10,BUYER11,MRP,184,71.3,2x per week
SUPPLIER146,ITEM_4666,600,PIECE,1.34,804.60,18064.0,73.7,300,300,2,24223.82,SITE4,BUYER11,MRP,48,100.0,5x per week
SUPPLIER57,ITEM_2999,281.4705,SQUARE FOOT,2.84,799.38,287.7,1.2,300.2352,300.2352,4,817.14,SITE4,BUYER5,MRP,2,100.0,5x per week
SUPPLIER160,ITEM_0327,300,POUND,2.66,798.60,932.0,3.8,600,600,35,2480.98,SITE2,BUYER1,MRP,58,100.0,1x per week
SUPPLIER51,ITEM_3173,3300,PIECE,0.24,795.30,11296.0,46.1,3300,3300,4,2722.34,SITE12,BUYER7,MRP,410,60.0,5x per week
SUPPLIER6,ITEM_0359,380,POUND,2.07,784.70,1085.0,4.4,54,54,16,2240.53,SITE7,BUYER1,MRP,20,100.0,4x per week
SUPPLIER274,ITEM_3647,1000,EACH,0.78,783.00,2713.0,11.1,500,500,5,2124.28,SITE2,BUYER7,MRP,23,63.7,1x per week
SUPPLIER211,ITEM_4674,7375,SQUARE FOOT,0.11,781.75,538375.0,2197.4,29500,7375,8,57067.75,SITE8,BUYER11,MRP,18000,22.6,1x per week
SUPPLIER22,ITEM_6290,11700,INCH,0.07,772.20,163800.0,668.6,11700,11700,7,10810.80,SITE6,BUYER7,MRP,1800,95.7,2x per week
SUPPLIER218,ITEM_0715,419,PIECE,1.84,770.96,3116.0,12.7,374,1,11,5733.44,SITE9,BUYER1,Min-max,,89.7,2x per week
SUPPLIER146,ITEM_4735,747,EACH,1.03,770.90,13719.0,56.0,500,500,1,14158.01,SITE2,BUYER11,MRP,107,92.0,5x per week
SUPPLIER129,ITEM_4448,2610,EACH,0.30,769.95,18270.0,74.6,2610,2610,7,5389.65,SITE4,BUYER3,MRP,224,35.7,2x per week
SUPPLIER6,ITEM_0083,406,POUND,1.90,769.37,1255.5,5.1,188,188,11,2379.17,SITE7,BUYER1,MRP,40,100.0,4x per week
SUPPLIER146,ITEM_4168,400,EACH,1.91,762.00,23277.0,95.0,400,400,1,44342.69,SITE2,BUYER11,MRP,800,97.0,5x per week
SUPPLIER196,ITEM_6581,2500,PIECE,0.30,755.00,17527.0,71.5,2500,2500,7,5293.15,SITE6,BUYER11,MRP,100,84.6,1x per week
SUPPLIER35,ITEM_6622,2400,PIECE,0.31,753.60,6400.0,26.1,4800,4800,26,2009.60,SITE3,BUYER7,MRP,405,100.0,5x per week
SUPPLIER186,ITEM_5889,74880,INCH,0.01,748.80,74880.0,305.6,112320,12480,7,748.80,SITE1,BUYER10,MRP,509,93.3,5x per week
SUPPLIER27,ITEM_6533,3000,PIECE,0.25,741.00,67500.0,275.5,1500,1500,7,16672.50,SITE6,BUYER2,MRP,1500,90.0,5x per week
SUPPLIER32,ITEM_2444,1700,EACH,0.43,737.80,44500.0,181.6,100,100,6,19313.00,SITE4,BUYER4,MRP,568,76.8,2x per week
SUPPLIER75,ITEM_1527,52,PIECE,14.10,733.20,765.0,3.1,48,48,35,10786.50,SITE2,BUYER12,Min-max,,77.7,1x per week
SUPPLIER200,ITEM_0953,50,PIECE,14.65,732.50,775.0,3.2,25,25,10,11353.75,SITE1,BUYER4,MRP,9,100.0,5x per week
SUPPLIER276,ITEM_5970,2000,EACH,0.36,722.00,21200.0,86.5,200,200,10,7653.20,SITE1,BUYER4,MRP,250,97.4,2x per week
SUPPLIER276,ITEM_5948,1500,EACH,0.48,720.00,16600.0,67.8,100,100,7,7968.00,SITE6,BUYER4,MRP,198,97.1,2x per week
SUPPLIER218,ITEM_0799,272,PIECE,2.65,719.71,1697.0,6.9,225,225,7,4490.26,SITE7,BUYER1,MRP,21,68.5,2x per week
SUPPLIER61,ITEM_3845,3883.6,SQUARE FOOT,0.18,710.70,12887.4,52.6,3694.53,3694.53,10,2358.40,SITE3,BUYER5,MRP,151,66.4,5x per week
SUPPLIER276,ITEM_5733,400,PIECE,1.76,704.00,4300.0,17.6,100,100,10,7568.00,SITE1,BUYER4,MRP,49,98.8,2x per week
SUPPLIER237,ITEM_5311,6,EACH,117.12,702.72,114.0,0.5,6,6,10,13351.68,SITE2,BUYER4,MRP,2,81.6,3x per week
SUPPLIER32,ITEM_3497,25000,PIECE,0.03,700.00,420000.0,1714.3,5000,5000,5,11760.00,SITE3,BUYER4,MRP,3592,70.3,2x per week
SUPPLIER32,ITEM_0905,100,EACH,6.98,698.00,250.0,1.0,50,50,6,1745.00,SITE4,BUYER4,MRP,3,66.7,2x per week
SUPPLIER276,ITEM_2649,100,PIECE,6.96,696.00,50.0,0.2,100,100,6,348.00,SITE12,BUYER4,MRP,1,50.0,2x per week
SUPPLIER287,ITEM_6540,5000,PIECE,0.14,695.00,12000.0,49.0,6000,6000,5,1668.00,SITE3,BUYER4,MRP,90,25.0,5x per week
SUPPLIER59,ITEM_3870,3790.8,SQUARE FOOT,0.18,689.93,34117.2,139.3,3790.8,3790.8,2,6209.33,SITE1,BUYER5,MRP,1,93.7,5x per week
SUPPLIER218,ITEM_0995,79,PIECE,8.72,688.64,67.0,0.3,77,77,11,584.04,SITE2,BUYER1,MRP,4,100.0,2x per week
SUPPLIER4,ITEM_4693,30,GALLON,22.81,684.30,1115.0,4.6,5,5,6,25433.15,SITE2,BUYER2,MRP,11,93.4,1x per week
SUPPLIER159,ITEM_5002,57000,FOOT,0.01,684.00,1115000.0,4551.0,3000,3000,20,13380.00,SITE2,BUYER11,MRP,48939,96.8,5x per week
SUPPLIER59,ITEM_3851,3739.96,SQUARE FOOT,0.18,680.67,78539.2,320.6,3739.96,3739.96,2,14294.13,SITE1,BUYER5,MRP,623,94.9,5x per week
SUPPLIER92,ITEM_6425,4000,PIECE,0.17,680.00,31200.0,127.3,1600,800,10,5304.00,SITE6,BUYER3,MRP,360,89.7,5x per week
SUPPLIER59,ITEM_3897,3728.04,SQUARE FOOT,0.18,678.50,141692.0,578.3,3728.04,3728.04,2,25787.94,SITE1,BUYER5,MRP,1,91.7,5x per week
SUPPLIER112,ITEM_2269,45000,EACH,0.02,675.00,630000.0,2571.4,15000,15000,6,9450.00,SITE4,BUYER11,MRP,5284,83.3,3x per week
SUPPLIER59,ITEM_3880,3707.2,SQUARE FOOT,0.18,674.71,25950.4,105.9,3707.2,3707.2,10,4722.97,SITE1,BUYER5,MRP,1,71.4,5x per week
SUPPLIER83,ITEM_2021,1500,PIECE,0.45,673.50,6000.0,24.5,500,500,15,2694.00,SITE2,BUYER4,MRP,147,11.8,1x per week
SUPPLIER246,ITEM_1047,3000,FOOT,0.22,672.00,10000.0,40.8,2500,2500,7,2240.00,SITE2,BUYER7,MRP,188,68.8,2x per week
SUPPLIER75,ITEM_1529,92,PIECE,7.27,668.84,474.0,1.9,48,48,35,3445.98,SITE2,BUYER12,Min-max,,72.9,1x per week
SUPPLIER218,ITEM_0987,68,PIECE,9.83,668.51,403.0,1.6,65,65,11,3961.89,SITE2,BUYER1,MRP,7,53.1,2x per week
SUPPLIER61,ITEM_3912,2705.38003,SQUARE FOOT,0.25,668.23,13471.3,55.0,2853.62,2853.62,2,3327.41,SITE3,BUYER5,MRP,104,100.0,5x per week
SUPPLIER171,ITEM_3760,4500,PIECE,0.15,666.00,37500.0,153.1,4500,4500,15,5550.00,SITE2,BUYER7,MRP,1575,52.3,5x per week
SUPPLIER196,ITEM_0928,5,EACH,132.80,663.98,153.0,0.6,1,1,5,20317.64,SITE2,BUYER11,MRP,3,39.1,2x per week
SUPPLIER187,ITEM_5998,17794,INCH,0.04,658.38,279496.0,1140.8,39494,39494,5,10341.35,SITE3,BUYER3,MRP,13731,100.0,5x per week
SUPPLIER110,ITEM_4193,5000,EACH,0.13,655.00,87500.0,357.1,2500,2500,4,11462.50,SITE10,BUYER11,MRP,592,100.0,5x per week
SUPPLIER67,ITEM_4513,1292,EACH,0.50,643.42,6873.0,28.1,323,323,10,3422.75,SITE7,BUYER6,MRP,646,95.5,1x per week
SUPPLIER196,ITEM_1733,3000,PIECE,0.21,642.00,31500.0,128.6,1500,1500,6,6741.00,SITE12,BUYER11,MRP,1536,78.6,2x per week
SUPPLIER51,ITEM_3669,5000,EACH,0.13,640.00,175000.0,714.3,5000,5000,3,22400.00,SITE2,BUYER7,MRP,1725,17.4,5x per week
SUPPLIER109,ITEM_4213,180,PIECE,3.55,639.00,1621.0,6.6,135,45,10,5754.55,SITE9,BUYER8,Min-max,,91.7,1x per week
SUPPLIER239,ITEM_4246,200,EACH,3.18,636.00,200.0,0.8,500,500,20,636.00,SITE13,BUYER11,Min-max,,100.0,1x per week
SUPPLIER180,ITEM_4621,7840,PIECE,0.08,635.04,668380.0,2728.1,5600,5600,3,54138.78,SITE6,BUYER11,MRP,5638,40.4,1x per week
SUPPLIER82,ITEM_3399,506,PIECE,1.25,634.52,6072.0,24.8,506,506,5,7614.29,SITE2,BUYER10,MRP,506,0.0,1x per week
SUPPLIER4,ITEM_4486,20,GALLON,31.72,634.40,380.0,1.6,5,5,6,12053.60,SITE2,BUYER2,MRP,6,95.0,1x per week
SUPPLIER117,ITEM_5659,308,PIECE,2.05,632.02,1540.0,6.3,308,308,6,3160.08,SITE3,BUYER1,MRP,23,92.9,1x per week
SUPPLIER223,ITEM_1615,168,PIECE,3.75,630.00,504.0,2.1,84,84,12,1890.00,SITE10,BUYER1,MRP,12,70.0,1x per week
SUPPLIER235,ITEM_3020,600,PIECE,1.05,630.00,3000.0,12.2,300,300,15,3150.00,SITE2,BUYER7,MRP,105,21.1,1x per week
SUPPLIER276,ITEM_5974,200,EACH,3.12,624.00,200.0,0.8,200,200,40,624.00,SITE1,BUYER4,MRP,24,100.0,2x per week
SUPPLIER6,ITEM_0080,314,POUND,1.98,622.35,11544.0,47.1,498,498,17,22880.21,SITE8,BUYER1,MRP,540,72.4,4x per week
SUPPLIER82,ITEM_6671,7668,INCH,0.08,605.77,15336.0,62.6,7668,7668,5,1211.54,SITE1,BUYER10,MRP,63,20.0,5x per week
SUPPLIER24,ITEM_5907,30,PIECE,20.17,605.10,210.0,0.9,15,15,7,4235.70,SITE6,BUYER2,MRP,15,82.6,5x per week
SUPPLIER201,ITEM_3756,20000,EACH,0.03,600.00,66000.0,269.4,20000,20000,5,1980.00,SITE2,BUYER2,MRP,1,15.9,2x per week
SUPPLIER24,ITEM_0537,150,PIECE,4.00,600.00,9400.0,38.4,50,50,5,37600.00,SITE2,BUYER2,MRP,103,67.8,5x per week
SUPPLIER218,ITEM_0719,92,PIECE,6.52,599.93,417.0,1.7,100,1,11,2719.26,SITE9,BUYER1,Min-max,,100.0,2x per week
SUPPLIER260,ITEM_2092,14250,EACH,0.04,598.50,19500.0,79.6,24000,24000,21,819.00,SITE12,BUYER11,MRP,1378,100.0,5x per week
SUPPLIER205,ITEM_4465,5400,FOOT,0.11,594.00,32400.0,132.2,5400,5400,5,3564.00,SITE2,BUYER6,MRP,600,66.7,1x per week
SUPPLIER82,ITEM_3398,506,PIECE,1.17,590.00,5566.0,22.7,506,506,5,6489.96,SITE2,BUYER10,MRP,506,0.0,2x per week
SUPPLIER196,ITEM_1350,450,EACH,1.29,581.40,2786.0,11.4,250,250,5,3599.51,SITE13,BUYER11,Min-max,,76.4,2x per week
SUPPLIER83,ITEM_2412,467,EACH,1.24,579.08,1020.0,4.2,400,400,15,1264.80,SITE2,BUYER4,MRP,37,0.0,1x per week
SUPPLIER57,ITEM_2997,203.609,SQUARE FOOT,2.84,578.25,814.4,3.3,279.2352,279.2352,4,2313.00,SITE4,BUYER5,MRP,8,100.0,5x per week
SUPPLIER284,ITEM_5804,36120,INCH,0.02,577.92,221880.0,905.6,5160,5160,2,3550.08,SITE1,BUYER10,MRP,5160,71.3,5x per week
SUPPLIER218,ITEM_6602,31,PIECE,18.62,577.31,184.0,0.8,34,34,17,3426.63,SITE3,BUYER1,MRP,6,73.1,2x per week
SUPPLIER75,ITEM_1512,44,EACH,13.08,575.52,201.0,0.8,48,48,35,2629.08,SITE2,BUYER12,Min-max,,76.2,1x per week
SUPPLIER276,ITEM_5779,1000,PIECE,0.57,573.00,8000.0,32.7,500,500,7,4584.00,SITE6,BUYER4,MRP,98,90.3,2x per week
SUPPLIER23,ITEM_1480,192,EACH,2.95,565.44,1632.0,6.7,96,96,3,4806.24,SITE4,BUYER2,MRP,15,97.1,5x per week
SUPPLIER196,ITEM_1640,8000,EACH,0.07,560.00,110502.0,451.0,8000,8000,15,7735.14,SITE4,BUYER11,Min-max,,92.2,2x per week
SUPPLIER196,ITEM_1644,8000,EACH,0.07,560.00,112000.0,457.1,8000,8000,15,7840.00,SITE4,BUYER11,Min-max,,88.9,2x per week
SUPPLIER218,ITEM_0667,823,PIECE,0.68,559.64,505.0,2.1,480,1,11,343.40,SITE9,BUYER1,Min-max,,100.0,2x per week
SUPPLIER144,ITEM_5550,2600,PIECE,0.21,556.40,1600.0,6.5,1000,1000,16,342.40,SITE3,BUYER7,MRP,96,100.0,5x per week
SUPPLIER231,ITEM_5829,6000,PIECE,0.09,552.00,86000.0,351.0,2000,2000,5,7912.00,SITE1,BUYER6,MRP,2000,84.2,3x per week
SUPPLIER196,ITEM_2094,3750,PIECE,0.15,551.25,148652.0,606.7,750,750,6,21851.84,SITE8,BUYER11,MRP,1839,77.8,2x per week
SUPPLIER6,ITEM_0105,266,POUND,2.07,549.29,2688.0,11.0,112,112,11,5550.72,SITE7,BUYER1,MRP,76,65.8,4x per week
SUPPLIER45,ITEM_0408,240,PIECE,2.28,548.16,480.0,2.0,200,200,50,1096.32,SITE13,BUYER2,Min-max,,66.7,1x per week
SUPPLIER209,ITEM_5495,2944,EACH,0.19,544.64,4416.0,18.0,1472,1472,7,816.96,SITE6,BUYER3,MRP,120,66.7,1x per week
SUPPLIER276,ITEM_6262,80,PIECE,6.80,544.00,780.0,3.2,20,20,12,5304.00,SITE6,BUYER4,MRP,17,98.5,2x per week
SUPPLIER43,ITEM_0220,21,ROLL,25.77,541.17,515.0,2.1,48,48,8,13271.55,SITE2,BUYER6,MRP,8,55.6,1x per week
SUPPLIER83,ITEM_2372,510,EACH,1.06,540.60,2626.0,10.7,560,560,15,2783.56,SITE2,BUYER4,MRP,49,0.0,1x per week
SUPPLIER246,ITEM_5726,54000,INCH,0.01,540.00,864000.0,3526.5,18000,18000,9,8640.00,SITE6,BUYER7,MRP,19341,80.5,1x per week
SUPPLIER287,ITEM_6765,3000,PIECE,0.18,540.00,19000.0,77.6,1000,1000,10,3420.00,SITE6,BUYER4,MRP,750,87.5,5x per week
SUPPLIER110,ITEM_2263,10000,EACH,0.05,540.00,220000.0,898.0,10000,10000,2,11880.00,SITE7,BUYER11,MRP,1878,100.0,5x per week
SUPPLIER110,ITEM_2209,10000,EACH,0.05,540.00,230000.0,938.8,2500,2500,1,12420.00,SITE2,BUYER11,MRP,1878,89.0,5x per week
SUPPLIER276,ITEM_5763,200,EACH,2.69,538.00,700.0,2.9,100,100,12,1883.00,SITE6,BUYER4,MRP,17,100.0,2x per week
SUPPLIER45,ITEM_2421,1000,PIECE,0.53,534.00,2000.0,8.2,200,200,50,1068.00,SITE2,BUYER2,MRP,600,75.0,1x per week
SUPPLIER58,ITEM_2939,949,SQUARE FOOT,0.56,533.34,2852.8,11.6,2803.2,2803.2,15,1603.30,SITE3,BUYER5,MRP,35,66.7,5x per week
SUPPLIER276,ITEM_5765,100,EACH,5.33,533.00,200.0,0.8,100,100,12,1066.00,SITE6,BUYER4,MRP,5,100.0,2x per week
SUPPLIER287,ITEM_6559,2800,PIECE,0.19,532.00,26000.0,106.1,2000,2000,5,4940.00,SITE1,BUYER4,MRP,212,91.3,5x per week
SUPPLIER276,ITEM_6304,80,PIECE,6.63,530.40,40.0,0.2,20,20,12,265.20,SITE6,BUYER4,MRP,1,100.0,2x per week
SUPPLIER276,ITEM_6254,60,PIECE,8.84,530.40,440.0,1.8,20,20,12,3889.60,SITE6,BUYER4,MRP,11,97.1,2x per week
SUPPLIER196,ITEM_1732,4000,EACH,0.13,528.00,174000.0,710.2,2000,2000,5,22968.00,SITE2,BUYER11,MRP,1616,26.5,1x per week
SUPPLIER144,ITEM_2536,400,PIECE,1.32,528.00,17200.0,70.2,100,100,3,22704.00,SITE2,BUYER7,MRP,307,12.3,5x per week
SUPPLIER276,ITEM_6211,200,PIECE,2.63,526.00,1700.0,6.9,100,100,12,4471.00,SITE6,BUYER4,MRP,42,100.0,2x per week
SUPPLIER110,ITEM_5379,12500,PIECE,0.04,525.00,230000.0,938.8,2500,2500,1,9660.00,SITE2,BUYER11,MRP,1816,87.1,5x per week
SUPPLIER35,ITEM_3236,500,EACH,1.05,525.00,5500.0,22.4,500,500,5,5775.00,SITE2,BUYER7,MRP,67,90.0,5x per week
SUPPLIER24,ITEM_1056,100,PIECE,5.24,524.00,7100.0,29.0,100,100,5,37204.00,SITE2,BUYER2,MRP,77,76.4,5x per week
SUPPLIER145,ITEM_6038,900,PIECE,0.58,522.00,8700.0,35.5,300,300,10,5046.00,SITE6,BUYER4,MRP,125,80.4,5x per week
SUPPLIER45,ITEM_2419,2600,PIECE,0.20,520.00,10000.0,40.8,200,200,50,2000.00,SITE2,BUYER2,MRP,1600,86.6,1x per week
SUPPLIER94,ITEM_1114,28,PIECE,18.54,519.20,97.0,0.4,10,10,15,1798.67,SITE2,BUYER6,MRP,13,41.2,1x per week
SUPPLIER239,ITEM_4770,14400,PIECE,0.04,518.40,370200.0,1511.0,2400,2400,5,13327.20,SITE2,BUYER11,MRP,1602,91.6,1x per week
SUPPLIER239,ITEM_4109,11000,PIECE,0.05,517.00,145000.0,591.8,4000,4000,10,6815.00,SITE1,BUYER11,MRP,955,94.2,1x per week
SUPPLIER144,ITEM_6584,39600,PIECE,0.01,514.80,7800.0,31.8,50000,50000,16,101.40,SITE3,BUYER7,MRP,352,100.0,5x per week
SUPPLIER32,ITEM_0900,300,EACH,1.69,507.60,13050.0,53.3,50,50,6,22080.60,SITE8,BUYER4,MRP,161,88.6,2x per week
SUPPLIER180,ITEM_6178,2000,EACH,0.25,506.00,75250.0,307.1,1750,1750,8,19038.25,SITE1,BUYER11,MRP,1000,43.0,1x per week
SUPPLIER24,ITEM_0480,18,EACH,28.11,505.98,298.0,1.2,10,1,6,8376.78,SITE12,BUYER2,MRP,10,88.2,5x per week
SUPPLIER196,ITEM_1609,9000,EACH,0.06,504.00,291737.0,1190.8,2000,2000,6,16337.27,SITE8,BUYER11,MRP,3588,80.2,2x per week
SUPPLIER235,ITEM_3233,1200,EACH,0.42,499.20,10800.0,44.1,1200,1200,5,4492.80,SITE2,BUYER7,MRP,88,33.3,1x per week
SUPPLIER276,ITEM_5958,40,EACH,12.47,498.80,740.0,3.0,20,20,10,9227.80,SITE3,BUYER4,MRP,11,92.6,2x per week
SUPPLIER276,ITEM_5936,80,EACH,6.21,496.80,1200.0,4.9,20,20,10,7452.00,SITE3,BUYER4,MRP,15,99.1,2x per week
SUPPLIER27,ITEM_5382,45000,PIECE,0.01,495.00,675000.0,2755.1,15000,15000,7,7425.00,SITE6,BUYER2,MRP,10000,93.8,5x per week
SUPPLIER6,ITEM_0138,294,POUND,1.68,494.21,11312.0,46.2,282,282,10,19015.47,SITE2,BUYER1,MRP,155,85.4,4x per week
SUPPLIER92,ITEM_6621,19000,PIECE,0.03,494.00,350000.0,1428.6,3000,1000,6,9100.00,SITE6,BUYER3,MRP,7684,92.0,1x per week
SUPPLIER226,ITEM_4928,144,PIECE,3.38,486.72,159.0,0.6,144,12,10,537.42,SITE9,BUYER8,Min-max,,100.0,1x per week
SUPPLIER276,ITEM_1667,200,EACH,2.42,484.00,5800.0,23.7,200,200,16,14036.00,SITE4,BUYER4,MRP,100,88.9,2x per week
SUPPLIER58,ITEM_2964,879.6,SQUARE FOOT,0.55,481.14,9631.6,39.3,4691.2,4691.2,2,5268.50,SITE3,BUYER5,MRP,65,75.0,5x per week
SUPPLIER24,ITEM_5895,60,PIECE,7.99,479.40,420.0,1.7,30,30,11,3355.80,SITE3,BUYER2,MRP,30,78.1,5x per week
SUPPLIER6,ITEM_0109,232,POUND,2.07,479.08,2100.0,8.6,112,112,16,4336.50,SITE7,BUYER1,MRP,82,89.0,4x per week
SUPPLIER139,ITEM_0403,97,PIECE,4.88,473.36,81.0,0.3,50,50,61,395.28,SITE12,BUYER4,MRP,25,72.2,5x per week
SUPPLIER32,ITEM_2448,900,EACH,0.52,471.60,21100.0,86.1,100,100,5,11056.40,SITE2,BUYER4,MRP,170,76.1,2x per week
SUPPLIER283,ITEM_3503,5000,EACH,0.09,470.00,5000.0,20.4,5000,5000,15,470.00,SITE2,BUYER7,MRP,583,0.0,5x per week
SUPPLIER104,ITEM_5304,10,EACH,46.85,468.50,110.0,0.4,10,10,13,5153.50,SITE2,BUYER4,MRP,3,94.4,5x per week
SUPPLIER186,ITEM_6153,78000,INCH,0.01,468.00,1107600.0,4520.8,15600,15600,6,6645.60,SITE6,BUYER10,MRP,46800,85.6,5x per week
SUPPLIER144,ITEM_5356,15000,PIECE,0.03,465.00,237500.0,969.4,2500,2500,8,7362.50,SITE1,BUYER7,MRP,7592,98.3,5x per week
SUPPLIER186,ITEM_5780,2625,PIECE,0.18,464.63,58125.0,237.2,375,375,15,10288.13,SITE6,BUYER10,MRP,1125,96.8,5x per week
SUPPLIER22,ITEM_3940,300,PIECE,1.54,462.90,5400.0,22.0,300,300,5,8332.20,SITE2,BUYER7,MRP,108,93.8,2x per week
SUPPLIER146,ITEM_4768,550,PIECE,0.84,462.55,560.0,2.3,500,500,10,470.96,SITE2,BUYER11,MRP,400,100.0,1x per week
SUPPLIER274,ITEM_4500,4400,PIECE,0.11,462.00,35812.0,146.2,800,400,7,3760.26,SITE10,BUYER7,MRP,568,56.6,1x per week
SUPPLIER61,ITEM_3891,2497.80002,SQUARE FOOT,0.18,457.10,117059.9,477.8,4832.7,4832.7,2,21421.97,SITE3,BUYER5,MRP,918,98.0,5x per week
SUPPLIER283,ITEM_3464,4000,EACH,0.11,456.00,8000.0,32.7,4000,4000,15,912.00,SITE2,BUYER7,MRP,467,0.0,5x per week
SUPPLIER196,ITEM_4323,1300,EACH,0.35,451.10,29679.0,121.1,200,200,7,10298.61,SITE10,BUYER11,MRP,1001,79.4,2x per week
SUPPLIER112,ITEM_2269,30000,EACH,0.02,450.00,693950.0,2832.4,15000,15000,6,10409.25,SITE7,BUYER11,MRP,10135,85.1,3x per week
SUPPLIER32,ITEM_2443,250,EACH,1.80,450.00,5600.0,22.9,50,50,5,10080.00,SITE13,BUYER4,Min-max,,87.1,2x per week
SUPPLIER112,ITEM_2269,30000,EACH,0.02,450.00,255000.0,1040.8,15000,15000,6,3825.00,SITE12,BUYER11,MRP,3122,87.1,3x per week
SUPPLIER235,ITEM_3599,28000,EACH,0.02,448.00,56000.0,228.6,14000,14000,6,896.00,SITE4,BUYER7,MRP,686,85.7,1x per week
SUPPLIER110,ITEM_2218,4000,EACH,0.11,448.00,99000.0,404.1,2000,2000,1,11088.00,SITE2,BUYER11,MRP,890,46.4,5x per week
SUPPLIER51,ITEM_1995,1750,PIECE,0.26,448.00,38145.0,155.7,1750,1750,3,9765.12,SITE2,BUYER7,MRP,900,27.6,5x per week
SUPPLIER51,ITEM_3625,3700,PIECE,0.12,444.00,74000.0,302.0,3700,3700,5,8880.00,SITE10,BUYER7,MRP,1126,50.0,2x per week
SUPPLIER196,ITEM_2094,3000,PIECE,0.15,441.00,33750.0,137.8,750,750,7,4961.25,SITE10,BUYER11,MRP,321,83.3,2x per week
SUPPLIER110,ITEM_2222,40000,EACH,0.01,440.00,1560000.0,6367.3,10000,10000,2,17160.00,SITE8,BUYER11,MRP,12898,100.0,5x per week
SUPPLIER83,ITEM_2406,200,EACH,2.19,438.00,1600.0,6.5,200,200,15,3504.00,SITE2,BUYER4,MRP,39,0.0,1x per week
SUPPLIER32,ITEM_1972,200,PIECE,2.18,436.00,200.0,0.8,200,200,5,436.00,SITE13,BUYER4,Min-max,,100.0,2x per week
SUPPLIER32,ITEM_2450,1000,EACH,0.43,434.00,24500.0,100.0,100,100,6,10633.00,SITE4,BUYER4,MRP,285,81.0,2x per week
SUPPLIER226,ITEM_4954,288,CAN,1.50,432.00,1020.0,4.2,504,12,10,1530.00,SITE9,BUYER8,Min-max,,100.0,1x per week
SUPPLIER196,ITEM_2079,10000,EACH,0.04,430.00,9626.0,39.3,5000,5000,5,413.92,SITE2,BUYER11,MRP,100,33.8,2x per week
SUPPLIER110,ITEM_2317,7250,PIECE,0.06,427.75,82500.0,336.7,2500,2500,7,4867.50,SITE3,BUYER11,MRP,1041,98.2,5x per week
SUPPLIER171,ITEM_3779,3500,FOOT,0.12,427.00,9600.0,39.2,2500,2500,16,1171.20,SITE12,BUYER7,MRP,700,100.0,5x per week
SUPPLIER187,ITEM_5651,16380,INCH,0.03,425.88,86580.0,353.4,2340,2340,5,2251.08,SITE3,BUYER3,MRP,4680,92.9,5x per week
SUPPLIER219,ITEM_6557,6000,PIECE,0.07,420.00,162000.0,661.2,6000,6000,7,11340.00,SITE6,BUYER11,MRP,1543,89.3,1x per week
SUPPLIER196,ITEM_1646,6000,PIECE,0.07,420.00,20000.0,81.6,8000,8000,6,1400.00,SITE8,BUYER11,MRP,245,80.0,2x per week
SUPPLIER16,ITEM_5692,15000,EACH,0.03,420.00,892080.0,3641.1,5000,5000,5,24978.24,SITE3,BUYER11,MRP,21912,89.0,5x per week
SUPPLIER235,ITEM_3509,900,PIECE,0.47,419.40,4500.0,18.4,450,450,17,2097.00,SITE10,BUYER7,MRP,135,68.8,1x per week
SUPPLIER32,ITEM_2448,800,EACH,0.52,419.20,17000.0,69.4,100,100,6,8908.00,SITE4,BUYER4,MRP,185,81.7,2x per week
SUPPLIER276,ITEM_5734,500,PIECE,0.83,413.00,4500.0,18.4,100,100,7,3717.00,SITE6,BUYER4,MRP,56,96.7,2x per week
SUPPLIER231,ITEM_5466,25,PIECE,16.44,411.00,60.0,0.2,5,5,4,986.40,SITE1,BUYER6,MRP,5,100.0,3x per week
SUPPLIER129,ITEM_4444,2610,EACH,0.16,407.16,33930.0,138.5,2610,2610,7,5293.08,SITE4,BUYER3,MRP,384,47.8,2x per week
SUPPLIER32,ITEM_0034,100,EACH,4.05,405.00,50.0,0.2,50,50,7,202.50,SITE10,BUYER4,MRP,1,0.0,2x per week
SUPPLIER35,ITEM_3425,9600,FOOT,0.04,403.20,27200.0,111.0,28800,28800,3,1142.40,SITE13,BUYER7,Min-max,,100.0,5x per week
SUPPLIER199,ITEM_2599,3000,PIECE,0.13,402.00,80429.0,328.3,1500,1500,10,10777.49,SITE2,BUYER11,MRP,1029,83.1,5x per week
SUPPLIER237,ITEM_5341,12,EACH,33.16,397.92,90.0,0.4,6,6,10,2984.40,SITE2,BUYER4,MRP,1,87.0,3x per week
SUPPLIER57,ITEM_2986,154.7569,SQUARE FOOT,2.56,396.64,306.2,1.2,158.0496,158.0496,4,784.84,SITE4,BUYER5,MRP,2,100.0,5x per week
SUPPLIER94,ITEM_1100,6,PIECE,66.06,396.36,32.0,0.1,10,10,15,2113.92,SITE2,BUYER6,MRP,10,0.0,1x per week
SUPPLIER284,ITEM_6476,5016,INCH,0.08,396.26,18468.0,75.4,7752,7752,7,1458.97,SITE3,BUYER10,MRP,912,75.0,5x per week
